,,,,,,,,,SCA,SCA,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA,GCA,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,Drib,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,Drib,Sh,Fld,Def,Matches
1593,Deiver Machado\b3f8bdef,co COL,DF,Lens,fr Ligue 1,27,1993,5.8,15,2.58,12,0,0,0,1,2,1,0.17,1,0,0,0,0,0,Matches
1594,Darwin Machís\ed6ea4d9,ve VEN,MFFW,Granada,es La Liga,28,1993,15.3,40,2.62,26,2,6,3,3,0,5,0.33,3,0,1,1,0,0,Matches
1595,Yvann Macon\0bb6e193,fr FRA,DF,Saint-Étienne,fr Ligue 1,22,1998,17,29,1.71,25,2,1,1,0,0,3,0.18,2,0,0,1,0,0,Matches
1596,James Maddison\ee38d9c5,eng ENG,MFFW,Leicester City,eng Premier League,24,1996,27.3,100,3.66,56,12,9,8,12,3,19,0.7,13,1,1,1,2,1,Matches
1597,Niki Mäenpää\14a96e1c,fi FIN,GK,Venezia,it Serie A,36,1985,16.5,2,0.12,2,0,0,0,0,0,1,0.06,1,0,0,0,0,0,Matches
1598,Pablo Maffeo\5db04597,es ESP,DF,Mallorca,es La Liga,24,1997,32.7,54,1.65,33,2,5,3,8,3,10,0.31,6,0,1,0,3,0,Matches
1599,Louis Mafouta\bec3d251,cf CTA,FW,Metz,fr Ligue 1,27,1994,5.8,9,1.54,6,0,0,0,2,1,0,0,0,0,0,0,0,0,Matches
1600,Giulio Maggiore\957e4c87,it ITA,MF,Spezia,it Serie A,23,1998,31.3,73,2.33,57,1,6,3,6,0,4,0.13,4,0,0,0,0,0,Matches
1601,Matej Maglica\36cf2caf,hr CRO,DF,Stuttgart,de Bundesliga,22,1998,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1602,Francesco Magnanelli\07767f42,it ITA,MF,Sassuolo,it Serie A,36,1984,3,2,0.66,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1603,Giangiacomo Magnani\cce9f582,it ITA,DF,Hellas Verona,it Serie A,25,1995,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1604,Giangiacomo Magnani\cce9f582,it ITA,DF,Sampdoria,it Serie A,25,1995,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1605,Hugo Magnetti\d4d35152,fr FRA,MF,Brest,fr Ligue 1,23,1998,16.3,20,1.23,15,1,0,2,1,1,2,0.12,0,0,0,2,0,0,Matches
1606,Yohann Magnin\caa7aaea,fr FRA,MFDF,Clermont Foot,fr Ligue 1,24,1997,19.1,25,1.31,20,0,0,1,2,2,2,0.1,1,0,0,0,1,0,Matches
1607,Harry Maguire\d8931174,eng ENG,DF,Manchester Utd,eng Premier League,28,1993,27.9,20,0.72,11,2,1,4,1,1,1,0.04,1,0,0,0,0,0,Matches
1608,Riyad Mahrez\892d5bb1,dz ALG,FW,Manchester City,eng Premier League,30,1991,16.6,64,3.85,49,9,1,3,1,1,7,0.42,4,2,0,1,0,0,Matches
1609,Arne Maier\ab700320,de GER,MF,Augsburg,de Bundesliga,22,1999,20.7,57,2.75,32,15,4,2,4,0,8,0.39,3,2,1,2,0,0,Matches
1610,Habib Maïga\e768de1f,ci CIV,MFFW,Metz,fr Ligue 1,25,1996,14.1,23,1.63,20,0,0,2,0,1,1,0.07,1,0,0,0,0,0,Matches
1611,Mike Maignan\fcb38f57,fr FRA,GK,Milan,it Serie A,26,1995,32,9,0.28,5,4,0,0,0,0,1,0.03,1,0,0,0,0,0,Matches
1612,Ainsley Maitland-Niles\e3a5814e,eng ENG,MF,Arsenal,eng Premier League,23,1997,3,8,2.69,5,1,0,1,0,1,0,0,0,0,0,0,0,0,Matches
1613,Ainsley Maitland-Niles\e3a5814e,eng ENG,DF,Roma,it Serie A,23,1997,5.4,10,1.85,9,0,0,1,0,0,0,0,0,0,0,0,0,0,Matches
1614,Josh Maja\bc0bfc64,ng NGA,FW,Bordeaux,fr Ligue 1,22,1998,0.1,2,20,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1615,Abdul Majeed Waris\46907171,gh GHA,MFFW,Strasbourg,fr Ligue 1,29,1991,3.6,8,2.2,7,0,1,0,0,0,1,0.28,1,0,0,0,0,0,Matches
1616,Lovro Majer\fc46aab1,hr CRO,MF,Rennes,fr Ligue 1,23,1998,20.4,87,4.27,57,17,0,4,7,2,19,0.93,16,3,0,0,0,0,Matches
1617,Jean-Victor Makengo\22bfb57e,fr FRA,MF,Udinese,it Serie A,23,1998,26.1,56,2.14,41,0,6,4,3,2,6,0.23,5,0,1,0,0,0,Matches
1618,Béni Makouana\654f49ca,cg CGO,FWMF,Montpellier,fr Ligue 1,18,2002,3.6,5,1.4,4,0,0,0,0,1,0,0,0,0,0,0,0,0,Matches
1619,Nemanja Maksimović\00b28772,rs SRB,MF,Getafe,es La Liga,26,1995,32.6,42,1.29,35,1,1,1,2,2,1,0.03,1,0,0,0,0,0,Matches
1620,Nikola Maksimović\16b9d5cf,rs SRB,DF,Genoa,it Serie A,29,1991,12.4,3,0.24,2,0,0,0,1,0,0,0,0,0,0,0,0,0,Matches
1621,Kévin Malcuit\d6a889ea,ma MAR,DF,Napoli,it Serie A,30,1991,3.2,4,1.25,3,0,1,0,0,0,1,0.31,1,0,0,0,0,0,Matches
1622,Daniel Maldini\801831fe,it ITA,MF,Milan,it Serie A,19,2001,1.6,1,0.61,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1623,Youssef Maleh\4c8845f7,it ITA,MF,Fiorentina,it Serie A,22,1998,11.3,26,2.3,21,0,0,1,4,0,3,0.26,3,0,0,0,0,0,Matches
1624,Donyell Malen\864163f3,nl NED,FW,Dortmund,de Bundesliga,22,1999,18.7,53,2.83,34,0,4,7,7,1,12,0.64,7,0,0,3,2,0,Matches
1625,Ruslan Malinovskyi\48d5bd33,ua UKR,FWMF,Atalanta,it Serie A,28,1993,17.7,89,5.03,50,19,6,7,7,0,8,0.45,6,0,0,1,1,0,Matches
1626,Hugo Mallo\cb574619,es ESP,DF,Celta Vigo,es La Liga,30,1991,20.3,35,1.73,28,4,1,1,1,0,2,0.1,2,0,0,0,0,0,Matches
1627,Lennard Maloney\75402e99,us USA,DF,Dortmund,de Bundesliga,21,1999,0.1,1,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1628,Mickael Malsa\bbc19252,mq MTQ,MF,Levante,es La Liga,25,1995,12.7,16,1.26,15,0,0,0,1,0,2,0.16,2,0,0,0,0,0,Matches
1629,Giorgi Mamardashvili\d4b73232,ge GEO,GK,Valencia,es La Liga,20,2000,18,1,0.06,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1630,Rey Manaj\7703afb6,al ALB,FW,Spezia,it Serie A,24,1997,19.6,44,2.24,25,0,4,5,8,2,4,0.2,0,0,0,2,2,0,Matches
1631,Hianga Mananga Mbock\0f86995c,fr FRA,MF,Brest,fr Ligue 1,21,1999,8.9,8,0.9,6,0,1,0,0,1,1,0.11,1,0,0,0,0,0,Matches
1632,Vincent Manceau\c26a3918,fr FRA,DF,Angers,fr Ligue 1,32,1989,26.2,12,0.46,12,0,0,0,0,0,3,0.11,3,0,0,0,0,0,Matches
1633,Gianluca Mancini\5aa53281,it ITA,DF,Roma,it Serie A,25,1996,32,31,0.97,23,0,0,4,2,2,3,0.09,2,0,0,1,0,0,Matches
1634,Leonardo Mancuso\311027cb,it ITA,FW,Empoli,it Serie A,29,1992,4.7,7,1.48,7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1635,Steve Mandanda\1d2d5cc8,fr FRA,GK,Marseille,fr Ligue 1,36,1985,9,4,0.44,1,3,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1636,Reinildo Mandava\c20bdcd7,mz MOZ,DF,Atlético Madrid,es La Liga,27,1994,14.4,10,0.69,9,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1637,Reinildo Mandava\c20bdcd7,mz MOZ,DF,Lille,fr Ligue 1,27,1994,16.9,19,1.12,12,0,2,2,2,1,3,0.18,2,0,0,0,1,0,Matches
1638,Aïssa Mandi\fbd6378b,dz ALG,DF,Villarreal,es La Liga,29,1991,15.3,4,0.26,2,0,0,1,1,0,1,0.07,0,0,0,1,0,0,Matches
1639,Rolando Mandragora\c7259b83,it ITA,MF,Torino,it Serie A,24,1997,14.7,43,2.93,26,16,0,0,1,0,4,0.27,3,1,0,0,0,0,Matches
1640,Anthony Mandrea\f7d3a773,dz ALG,GK,Angers,fr Ligue 1,24,1996,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1641,Sadio Mané\c691bfe2,sn SEN,FW,Liverpool,eng Premier League,29,1992,31.3,97,3.1,67,0,5,14,8,3,13,0.42,7,0,1,4,1,0,Matches
1642,Eliaquim Mangala\f520049f,fr FRA,DF,Saint-Étienne,fr Ligue 1,30,1991,13.1,2,0.15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1643,Orel Mangala\a572e291,be BEL,MF,Stuttgart,de Bundesliga,23,1998,20.6,51,2.48,40,0,5,2,2,2,7,0.34,6,0,1,0,0,0,Matches
1644,Thomas Mangani\c801616a,fr FRA,MF,Angers,fr Ligue 1,34,1987,24.4,50,2.05,33,15,0,0,0,2,4,0.16,3,1,0,0,0,0,Matches
1645,Ricardo Mangas\eef2d8ce,pt POR,DF,Bordeaux,fr Ligue 1,23,1998,26.1,32,1.22,28,3,0,0,0,1,2,0.08,2,0,0,0,0,0,Matches
1646,Kostas Manolas\c707411f,gr GRE,DF,Napoli,it Serie A,30,1991,3.5,1,0.29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1647,Javier Manquillo\758dd7f0,es ESP,DF,Newcastle Utd,eng Premier League,27,1994,14,9,0.64,8,0,0,0,1,0,4,0.29,3,0,0,0,1,0,Matches
1648,Myziane Maolida\706a60e1,fr FRA,MFFW,Nice,fr Ligue 1,22,1999,0.4,1,2.65,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1649,Myziane Maolida\706a60e1,fr FRA,FWMF,Hertha BSC,de Bundesliga,22,1999,8.6,14,1.62,10,0,2,1,1,0,2,0.23,2,0,0,0,0,0,Matches
1650,Sekou Mara\3544641e,fr FRA,FW,Bordeaux,fr Ligue 1,19,2002,10.1,24,2.39,16,0,2,2,4,0,3,0.3,1,0,1,0,1,0,Matches
1651,Maranhão\ae86d473,br BRA,FWMF,Valencia,es La Liga,24,1996,10.8,27,2.5,16,0,2,2,5,2,3,0.28,2,0,0,1,0,0,Matches
1652,Nikola Maraš\b9d0446f,rs SRB,DF,Rayo Vallecano,es La Liga,25,1995,11.6,3,0.26,2,0,0,1,0,0,0,0,0,0,0,0,0,0,Matches
1653,Fernando Marçal\9ae9eaea,br BRA,DF,Wolves,eng Premier League,32,1989,16.1,17,1.06,15,0,0,1,1,0,1,0.06,0,0,0,1,0,0,Matches
1654,Marcelo\603116a7,br BRA,DF,Real Madrid,es La Liga,33,1988,4.9,14,2.4,13,0,0,0,0,1,2,0.34,2,0,0,0,0,0,Matches
1655,Marcelo\e3d0b0c4,br BRA,DF,Bordeaux,fr Ligue 1,34,1987,10,8,0.8,6,1,0,1,0,0,1,0.1,0,1,0,0,0,0,Matches
1656,Marcelo\e3d0b0c4,br BRA,DF,Lyon,fr Ligue 1,34,1987,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1657,Solly March\bb5fbd2b,eng ENG,DFFW,Brighton,eng Premier League,27,1994,19.4,67,3.45,41,14,7,0,3,2,4,0.21,3,0,0,0,1,0,Matches
1658,Riccardo Marchizza\91d0fabf,it ITA,DF,Empoli,it Serie A,23,1998,15,22,1.47,18,3,1,0,0,0,4,0.27,1,2,1,0,0,0,Matches
1659,Gian Marco Ferrari\8650af85,it ITA,DF,Sassuolo,it Serie A,29,1992,34.7,21,0.6,18,0,0,2,1,0,0,0,0,0,0,0,0,0,Matches
1660,Iván Marcone\b14f755d,ar ARG,MF,Elche,es La Liga,31,1990,9,3,0.33,2,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1661,Óscar de Marcos\9f323c71,es ESP,DF,Athletic Club,es La Liga,32,1989,18.7,33,1.77,26,6,0,0,0,1,5,0.27,5,0,0,0,0,0,Matches
1662,Davide Marfella\880fcdbb,it ITA,GK,Napoli,it Serie A,21,1999,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1663,José Mari\6f4c734d,es ESP,MF,Cádiz,es La Liga,33,1987,4.3,8,1.87,6,1,0,1,0,0,2,0.47,2,0,0,0,0,0,Matches
1664,Pablo Marí\aa54ec6f,es ESP,DF,Arsenal,eng Premier League,27,1993,2,1,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1665,Pablo Marí\aa54ec6f,es ESP,DF,Udinese,it Serie A,27,1993,14.9,5,0.34,2,2,0,0,0,1,0,0,0,0,0,0,0,0,Matches
1666,José María Giménez\f0da930c,uy URU,DF,Atlético Madrid,es La Liga,26,1995,22.7,8,0.35,6,0,0,1,1,0,2,0.09,1,0,0,1,0,0,Matches
1667,Mariano\5c4dc0ff,do DOM,FW,Real Madrid,es La Liga,27,1993,3.8,10,2.63,7,0,2,0,0,1,2,0.53,1,0,0,0,0,1,Matches
1668,Răzvan Marin\7fac99d4,ro ROU,MF,Cagliari,it Serie A,25,1996,31.3,106,3.39,56,35,5,4,4,2,9,0.29,7,1,0,0,0,1,Matches
1669,Guillermo Maripán\d9764034,cl CHI,DF,Monaco,fr Ligue 1,27,1994,20.4,9,0.44,8,0,0,1,0,0,0,0,0,0,0,0,0,0,Matches
1670,Mika Màrmol\e7630876,es ESP,DF,Barcelona,es La Liga,19,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1671,Omar Marmoush\0e0102eb,eg EGY,FW,Wolfsburg,de Bundesliga,22,1999,0.3,1,3.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1672,Omar Marmoush\0e0102eb,eg EGY,FWMF,Stuttgart,de Bundesliga,22,1999,17.5,73,4.18,37,17,9,7,2,1,11,0.63,4,3,1,2,1,0,Matches
1673,Marquinhos\d5f2f82b,br BRA,DF,Paris S-G,fr Ligue 1,27,1994,31.8,21,0.66,18,0,0,3,0,0,1,0.03,1,0,0,0,0,0,Matches
1674,Roger Martí\0ae4e09a,es ESP,FW,Levante,es La Liga,30,1991,23.5,38,1.62,28,0,0,5,4,1,6,0.26,4,0,0,1,1,0,Matches
1675,Anthony Martial\8b788c01,fr FRA,FW,Manchester Utd,eng Premier League,25,1995,2.4,3,1.27,3,0,0,0,0,0,2,0.85,2,0,0,0,0,0,Matches
1676,Anthony Martial\8b788c01,fr FRA,FWMF,Sevilla,es La Liga,25,1995,5.4,3,0.55,2,0,0,1,0,0,1,0.18,1,0,0,0,0,0,Matches
1677,Martín\cbec0059,es ESP,MF,Cádiz,es La Liga,22,1999,1.3,1,0.78,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1678,Aarón Martín\2f3e911a,es ESP,DF,Mainz 05,de Bundesliga,24,1997,25.5,64,2.51,34,27,0,2,1,0,3,0.12,1,2,0,0,0,0,Matches
1679,Ander Martin\e1e75690,es ESP,FWMF,Real Sociedad,es La Liga,20,2000,1,5,5.11,2,1,1,1,0,0,0,0,0,0,0,0,0,0,Matches
1680,Andrés Martín\2ae30661,es ESP,FWMF,Rayo Vallecano,es La Liga,22,1999,2.1,1,0.48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1681,Carlos Martín\64035864,es ESP,DF,Atlético Madrid,es La Liga,19,2002,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1682,Iván Martín\ae48c5cb,es ESP,MF,Alavés,es La Liga,22,1999,1.8,2,1.08,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1683,Jonas Martin\468fdbad,fr FRA,MF,Rennes,fr Ligue 1,31,1990,23.4,36,1.54,29,1,0,4,1,1,3,0.13,2,0,0,0,1,0,Matches
1684,Martinelli\48a5a5d6,br BRA,FWMF,Arsenal,eng Premier League,20,2001,20.7,70,3.39,47,4,8,7,2,2,11,0.53,6,2,1,2,0,0,Matches
1685,Lucas Martínez Quarta\3ec3c1c9,ar ARG,DF,Fiorentina,it Serie A,25,1996,15.9,13,0.82,10,0,1,1,0,1,0,0,0,0,0,0,0,0,Matches
1686,Emiliano Martínez\7956236f,ar ARG,GK,Aston Villa,eng Premier League,28,1992,36,3,0.08,3,0,0,0,0,0,1,0.03,1,0,0,0,0,0,Matches
1687,Iñigo Martínez\3fc45c73,es ESP,DF,Athletic Club,es La Liga,30,1991,26,14,0.54,10,0,0,3,0,1,1,0.04,1,0,0,0,0,0,Matches
1688,Javi Martínez\3672b352,es ESP,MF,Osasuna,es La Liga,21,1999,9.8,22,2.25,17,4,0,0,0,1,4,0.41,4,0,0,0,0,0,Matches
1689,Josep Martinez\11d8aff0,es ESP,GK,RB Leipzig,de Bundesliga,23,1998,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1690,Lautaro Martínez\f7036e1c,ar ARG,FW,Inter,it Serie A,23,1997,25.4,76,3,47,0,3,17,6,3,10,0.39,4,0,0,5,1,0,Matches
1691,Pablo Martínez\ecc77652,es ESP,MF,Levante,es La Liga,23,1998,7.3,10,1.37,8,0,0,0,0,2,1,0.14,1,0,0,0,0,0,Matches
1692,Gelson Martins\3ef0fa48,pt POR,FWMF,Monaco,fr Ligue 1,26,1995,21.2,41,1.94,32,0,3,1,4,1,5,0.24,5,0,0,0,0,0,Matches
1693,Adam Marušić\d4535821,me MNE,DF,Lazio,it Serie A,28,1992,30.2,18,0.6,18,0,0,0,0,0,3,0.1,3,0,0,0,0,0,Matches
1694,Omar Mascarell\11fd2b75,es ESP,MF,Elche,es La Liga,28,1993,27.7,14,0.51,10,1,0,1,0,2,0,0,0,0,0,0,0,0,Matches
1695,Andrea Masiello\e0314d87,it ITA,DF,Genoa,it Serie A,35,1986,5.7,1,0.17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1696,Adam Masina\de0f152c,ma MAR,DF,Watford,eng Premier League,27,1994,12,11,0.92,6,3,0,0,1,1,1,0.08,1,0,0,0,0,0,Matches
1697,Erhan Mašović\a396fb61,rs SRB,DF,Bochum,de Bundesliga,22,1998,17.2,1,0.06,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1698,Roberto Massimo\fc62fdf4,de GER,DFFW,Stuttgart,de Bundesliga,20,2000,9.7,19,1.95,13,0,3,3,0,0,2,0.21,0,0,1,1,0,0,Matches
1699,Arthur Masuaku\57df7a11,cd COD,DFFW,West Ham,eng Premier League,27,1993,7.2,6,0.83,4,2,0,0,0,0,2,0.28,1,1,0,0,0,0,Matches
1700,Jaime Mata\02319ad7,es ESP,FW,Getafe,es La Liga,32,1988,7.5,13,1.74,12,0,0,0,1,0,0,0,0,0,0,0,0,0,Matches
1701,Juan Mata\29733c72,es ESP,MF,Manchester Utd,eng Premier League,33,1988,2.6,6,2.3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1702,Pape Matar Sarr\feb5d972,sn SEN,MF,Metz,fr Ligue 1,18,2002,23.7,56,2.37,45,1,2,5,1,2,8,0.34,8,0,0,0,0,0,Matches
1703,Eliot Matazo\15944afd,be BEL,MF,Monaco,fr Ligue 1,19,2002,8.8,8,0.91,6,0,0,1,1,0,0,0,0,0,0,0,0,0,Matches
1704,Aleš Matějů\deb748c9,cz CZE,DF,Venezia,it Serie A,25,1996,8.1,12,1.49,12,0,0,0,0,0,2,0.25,2,0,0,0,0,0,Matches
1705,Jean-Philippe Mateta\50e6dc35,fr FRA,FW,Crystal Palace,eng Premier League,24,1997,12.7,18,1.41,15,0,0,3,0,0,2,0.16,1,0,0,1,0,0,Matches
1706,Nemanja Matić\eb7822d7,rs SRB,MF,Manchester Utd,eng Premier League,32,1988,15.4,28,1.82,25,0,0,0,1,2,5,0.33,5,0,0,0,0,0,Matches
1707,Joël Matip\b217ef29,cm CMR,DF,Liverpool,eng Premier League,29,1991,31,34,1.1,26,0,0,7,1,0,9,0.29,7,0,0,1,1,0,Matches
1708,Chrislain Matsima\cf1ef7ec,fr FRA,DF,Monaco,fr Ligue 1,19,2002,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1709,Azor Matusiwa\a17a94d6,nl NED,MF,Reims,fr Ligue 1,23,1998,27.4,31,1.13,30,0,0,0,1,0,4,0.15,4,0,0,0,0,0,Matches
1710,Neal Maupay\4bcf39f6,fr FRA,FW,Brighton,eng Premier League,24,1996,25.3,64,2.53,46,0,7,6,5,0,3,0.12,3,0,0,0,0,0,Matches
1711,Stephy Mavididi\30144daa,eng ENG,FWMF,Montpellier,fr Ligue 1,23,1998,25.5,65,2.54,35,2,9,7,10,2,7,0.27,3,0,1,1,2,0,Matches
1712,Konstantinos Mavropanos\00963611,gr GRE,DF,Stuttgart,de Bundesliga,23,1997,30.1,25,0.83,12,2,1,7,0,3,4,0.13,2,0,0,1,0,1,Matches
1713,Eric Maxim Choupo-Moting\0e6bc38c,cm CMR,FWMF,Bayern Munich,de Bundesliga,32,1989,4.2,10,2.39,7,0,1,2,0,0,2,0.48,1,0,0,1,0,0,Matches
1714,Luís Maximiano\3318286e,pt POR,GK,Granada,es La Liga,22,1999,33.8,4,0.11,3,1,0,0,0,0,1,0.03,1,0,0,0,0,0,Matches
1715,Borja Mayoral\64e8ed6d,es ESP,FW,Getafe,es La Liga,24,1997,11.6,27,2.33,23,0,2,2,0,0,6,0.52,4,0,1,1,0,0,Matches
1716,Borja Mayoral\64e8ed6d,es ESP,FWDF,Roma,it Serie A,24,1997,1.1,1,0.94,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1717,Derek Mazou-Sacko\810edef9,fr FRA,FWDF,Troyes,fr Ligue 1,16,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1718,Pasquale Mazzocchi\eb0ec070,it ITA,DF,Venezia,it Serie A,26,1995,13.8,10,0.72,9,0,0,0,0,1,0,0,0,0,0,0,0,0,Matches
1719,Pasquale Mazzocchi\eb0ec070,it ITA,DF,Salernitana,it Serie A,26,1995,14.1,26,1.84,16,7,0,1,2,0,3,0.21,2,1,0,0,0,0,Matches
1720,Kevin Mbabu\493924a7,ch SUI,DF,Wolfsburg,de Bundesliga,26,1995,15.5,38,2.46,21,8,3,1,5,0,0,0,0,0,0,0,0,0,Matches
1721,Kylian Mbappé\42fd9c7f,fr FRA,FW,Paris S-G,fr Ligue 1,22,1998,33.6,172,5.12,107,8,28,14,12,3,38,1.13,19,3,10,2,4,0,Matches
1722,Ibrahima Mbaye\cfbf9881,sn SEN,DF,Bologna,it Serie A,26,1994,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1723,Amadou Mbengue\14d2670e,sn SEN,DFMF,Metz,fr Ligue 1,19,2002,6.8,4,0.59,4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1724,Bryan Mbeumo\6afaebf2,fr FRA,FW,Brentford,eng Premier League,21,1999,32.3,77,2.39,49,9,8,5,5,1,12,0.37,10,1,0,0,1,0,Matches
1725,Jason Mbock\890bc029,fr FRA,FW,Angers,fr Ligue 1,21,1999,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1726,Jordi Mboula\4887118d,es ESP,FW,Mallorca,es La Liga,22,1999,4.8,7,1.45,4,0,0,0,0,3,1,0.21,0,0,0,0,0,1,Matches
1727,Moustapha Mbow\3f3a2cba,sn SEN,DF,Reims,fr Ligue 1,21,2000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1728,Nathanael Mbuku\46750e9c,fr FRA,FWMF,Reims,fr Ligue 1,19,2002,15.8,43,2.73,18,5,7,3,8,2,4,0.25,2,0,0,0,2,0,Matches
1729,James McArthur\cee31595,sct SCO,MF,Crystal Palace,eng Premier League,33,1987,16,29,1.81,25,1,1,0,1,1,3,0.19,3,0,0,0,0,0,Matches
1730,James Mcatee\96593e89,eng ENG,MFFW,Manchester City,eng Premier League,18,2002,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1731,Kasey McAteer\b2c66859,eng ENG,FW,Leicester City,eng Premier League,19,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1732,Liam McCarron\076bb352,sct SCO,FW,Leeds United,eng Premier League,20,2001,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1733,Alex McCarthy\36c2ca73,eng ENG,GK,Southampton,eng Premier League,31,1989,17,1,0.06,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1734,John McGinn\90f91999,sct SCO,MF,Aston Villa,eng Premier League,26,1994,34.3,96,2.8,66,20,3,2,4,1,5,0.15,4,1,0,0,0,0,Matches
1735,Weston McKennie\01c3aff5,us USA,MF,Juventus,it Serie A,22,1998,15.2,34,2.24,29,2,1,1,0,1,0,0,0,0,0,0,0,0,Matches
1736,Stuart McKinstry\1000a059,sct SCO,MF,Leeds United,eng Premier League,18,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1737,Kenny McLean\471f16b3,sct SCO,MF,Norwich City,eng Premier League,29,1992,30.1,34,1.13,27,2,0,2,0,3,2,0.07,2,0,0,0,0,0,Matches
1738,Dwight McNeil\fc15fb84,eng ENG,MF,Burnley,eng Premier League,21,1999,34.5,97,2.81,52,22,5,6,10,2,5,0.14,3,2,0,0,0,0,Matches
1739,Scott McTominay\d93c2511,sct SCO,MF,Manchester Utd,eng Premier League,24,1996,26.5,45,1.7,37,0,3,1,2,2,6,0.23,4,0,0,1,0,1,Matches
1740,Gary Medel\563a68ad,cl CHI,DF,Bologna,it Serie A,33,1987,31.4,9,0.29,8,0,1,0,0,0,2,0.06,2,0,0,0,0,0,Matches
1741,Facundo Medina\6f5ec8bb,ar ARG,DF,Lens,fr Ligue 1,22,1999,28.8,28,0.97,25,1,1,1,0,0,2,0.07,2,0,0,0,0,0,Matches
1742,Nathan de Medina\d686dbc0,be BEL,DF,Arminia,de Bundesliga,23,1997,8.6,1,0.12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Matches
1743,Ben Mee\8df7a2fb,eng ENG,DF,Burnley,eng Premier League,31,1989,20.4,8,0.39,5,0,0,2,1,0,0,0,0,0,0,0,0,0,Matches
1744,Admir Mehmedi\b500b384,ch SUI,MF,Wolfsburg,de Bundesliga,30,1991,0,1,22.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1745,Hannibal Mejbri\ca22ccb0,tn TUN,FW,Manchester Utd,eng Premier League,18,2003,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1746,Farid El Melali\d21e361a,dz ALG,FW,Angers,fr Ligue 1,24,1997,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1747,Filippo Melegoni\6604165d,it ITA,FWMF,Genoa,it Serie A,22,1999,10.9,30,2.76,20,5,2,0,2,1,2,0.18,2,0,0,0,0,0,Matches
1748,Óscar Melendo\379652be,es ESP,MFFW,Espanyol,es La Liga,23,1997,11,33,3,32,0,0,1,0,0,1,0.09,1,0,0,0,0,0,Matches
